DATE,FACILITYID,FACILITYLOCATION,PRODUCTIONVOLUME,STATUS,PRESSURE,TEMPERATURE,OPERATOR
4/27/2023,FAC_004,East Rhondaberg,5314.72,normal,138.8878695,89.15678456,Thomas Gay
4/27/2023,FAC_005,Sherylview,6452.65,normal,173.1842245,95.1522323,Terry Bullock
4/28/2023,FAC_001,New Sharonport,6039.77,normal,145.8141254,85.855132,Randall Martin
4/28/2023,FAC_002,Reynoldsmouth,6273.86,normal,178.8701817,101.406094,Chase Morgan
4/28/2023,FAC_003,West Johnfort,6125.26,normal,116.2499979,73.17983902,Dr. Mario Cain
4/28/2023,FAC_004,East Rhondaberg,5854.94,normal,156.3362487,86.98049285,Matthew Anderson
4/28/2023,FAC_005,Sherylview,5529.07,normal,128.3719917,86.29630036,Jessica Potter
4/29/2023,FAC_001,New Sharonport,3787.01,maintenance,154.1255654,100.42428,Elizabeth Turner
4/29/2023,FAC_002,Reynoldsmouth,5600.52,normal,155.6641087,88.87662664,Jennifer Johnson
4/29/2023,FAC_003,West Johnfort,5945.43,normal,167.1813822,78.19296167,Pamela Johnson
4/29/2023,FAC_004,East Rhondaberg,4984.86,normal,139.2482551,73.87133409,Timothy Reyes
4/29/2023,FAC_005,Sherylview,7698.62,normal,135.5645293,100.4877154,Elizabeth Nelson
4/30/2023,FAC_001,New Sharonport,5971.83,normal,181.1950349,91.73379956,Jessica Morton
4/30/2023,FAC_002,Reynoldsmouth,5663.98,normal,162.1328675,73.05814716,Holly Clayton
4/30/2023,FAC_003,West Johnfort,6010.64,normal,146.8549799,91.14041264,Nicole Smith
4/30/2023,FAC_004,East Rhondaberg,5977.24,normal,148.5189044,80.31024994,Stephanie Flores
4/30/2023,FAC_005,Sherylview,6573.75,normal,154.1020344,84.91613637,Frederick Hamilton
5/1/2023,FAC_001,New Sharonport,1903.25,equipment_failure,149.6630196,77.72260299,James Clarke
5/1/2023,FAC_002,Reynoldsmouth,6699.04,normal,157.6625083,84.26524168,David Jones
5/1/2023,FAC_003,West Johnfort,6246.97,normal,173.832715,54.55845988,Jasmin Zimmerman
5/1/2023,FAC_004,East Rhondaberg,6429.12,normal,167.3508891,79.70290466,Cynthia Clayton
5/1/2023,FAC_005,Sherylview,5442.78,normal,131.7099385,80.58035472,Christopher Crawford
5/2/2023,FAC_001,New Sharonport,5703.16,normal,119.6198484,86.27106214,Wendy Barnes
5/2/2023,FAC_002,Reynoldsmouth,4915.46,normal,153.6928991,80.78046649,Dakota Hill
5/2/2023,FAC_003,West Johnfort,6491.61,normal,144.7054408,92.20290541,Dr. Adam Cowan PhD
5/2/2023,FAC_004,East Rhondaberg,6134.46,normal,156.9727551,83.93435065,Alexander Davis
5/2/2023,FAC_005,Sherylview,4067.11,weather,154.1055684,71.79626278,Sandra Reynolds
5/3/2023,FAC_001,New Sharonport,6816.23,normal,134.7082561,78.00351249,Phillip White
5/3/2023,FAC_002,Reynoldsmouth,4495.19,normal,106.1638162,89.89919526,John Malone
5/3/2023,FAC_003,West Johnfort,6261.18,normal,170.2769426,95.9320774,Sarah Smith
5/3/2023,FAC_004,East Rhondaberg,6252.59,normal,107.2600771,76.05011414,Timothy Briggs
5/3/2023,FAC_005,Sherylview,5644.82,normal,147.4881351,91.28213489,Cassandra White
5/4/2023,FAC_001,New Sharonport,4694.23,normal,143.1446632,92.92920821,Melissa Mccoy
5/4/2023,FAC_002,Reynoldsmouth,5895.94,normal,109.2119064,70.8223085,Andrew Martinez
5/4/2023,FAC_003,West Johnfort,4230.15,normal,163.9910496,79.35026938,Cole Ward
5/4/2023,FAC_004,East Rhondaberg,5480.92,normal,186.5129286,63.12182011,Karen Robinson
5/4/2023,FAC_005,Sherylview,6339.15,normal,121.7920056,80.53911828,Christian Castillo
5/5/2023,FAC_001,New Sharonport,6581.66,normal,172.7093509,75.0960226,Julia Smith
5/5/2023,FAC_002,Reynoldsmouth,5743.8,normal,165.0567718,119.845593,Christina Hull
5/5/2023,FAC_003,West Johnfort,4636.72,normal,134.2948857,73.66961428,Luis Owen
5/5/2023,FAC_004,East Rhondaberg,4989.98,normal,123.3586417,100.5078933,Patricia Curtis DVM
5/5/2023,FAC_005,Sherylview,5525.43,normal,152.8964332,77.95645647,Amber Sullivan
5/6/2023,FAC_001,New Sharonport,5323.17,normal,172.1247904,86.30133476,Kim Reed
5/6/2023,FAC_002,Reynoldsmouth,5550.8,normal,164.0793869,109.1887909,Lauren Lopez
5/6/2023,FAC_003,West Johnfort,6334.84,normal,184.2745929,70.38350245,Arthur Velazquez
5/6/2023,FAC_004,East Rhondaberg,5825.88,normal,162.6498654,86.43494756,Betty Underwood
5/6/2023,FAC_005,Sherylview,5564.69,normal,156.4460406,90.47932238,Randy Hall
5/7/2023,FAC_001,New Sharonport,5562.87,normal,155.4578447,77.37049841,Mark Moses
5/7/2023,FAC_002,Reynoldsmouth,5029.69,normal,146.1616247,77.93778118,Teresa Hayes
5/7/2023,FAC_003,West Johnfort,5298.95,normal,122.7508503,76.96990872,Roberto Proctor
5/7/2023,FAC_004,East Rhondaberg,5922.81,normal,147.4743606,87.00556544,Chris Davidson
5/7/2023,FAC_005,Sherylview,5245.67,normal,171.2762136,76.53660658,Christine Allen
5/8/2023,FAC_001,New Sharonport,6306.29,normal,135.8825412,75.46070359,Adam Gardner
5/8/2023,FAC_002,Reynoldsmouth,6327.2,normal,164.5725519,69.83434642,Victor Bradford
5/8/2023,FAC_003,West Johnfort,6075.07,normal,160.2095227,76.73067723,Patricia Perry
5/8/2023,FAC_004,East Rhondaberg,5085.01,normal,127.6215464,98.17139222,Tiffany Lopez
5/8/2023,FAC_005,Sherylview,5255.71,normal,162.77818,86.9589024,Kimberly Cain
5/9/2023,FAC_001,New Sharonport,5736.86,normal,141.7940047,61.72606705,Brett Scott
5/9/2023,FAC_002,Reynoldsmouth,6429.33,normal,147.8156309,103.0495114,David Hall
5/9/2023,FAC_003,West Johnfort,6220.19,normal,169.3521016,71.94242453,Amanda Ford
5/9/2023,FAC_004,East Rhondaberg,5666.4,normal,138.9193145,73.33485712,James Marshall
5/9/2023,FAC_005,Sherylview,6544.53,normal,175.5354761,94.05398561,Michael Murray
5/10/2023,FAC_001,New Sharonport,6678.15,normal,143.6756256,81.19467177,Michael Eaton
5/10/2023,FAC_002,Reynoldsmouth,4787.42,normal,170.6250226,72.59348426,Patricia Barton
5/10/2023,FAC_003,West Johnfort,5596.26,normal,148.2952997,93.60173022,Mary Ortiz
5/10/2023,FAC_004,East Rhondaberg,6223.85,normal,141.2694129,69.58120098,Sheri Butler
5/10/2023,FAC_005,Sherylview,5029.75,normal,160.7727975,94.90870039,Larry Turner
5/11/2023,FAC_001,New Sharonport,6239.53,normal,163.3654321,78.49093207,Amber Edwards
5/11/2023,FAC_002,Reynoldsmouth,6624.88,normal,124.1568311,94.92944949,Jason Gonzalez
5/11/2023,FAC_003,West Johnfort,6110.27,normal,163.811737,74.14117442,Zachary Pena
5/11/2023,FAC_004,East Rhondaberg,4205.55,equipment_failure,155.3462367,81.73318603,Ann Foster
5/11/2023,FAC_005,Sherylview,6644.99,normal,172.319276,105.5122657,Denise Cooper
5/12/2023,FAC_001,New Sharonport,5721.98,normal,132.6276336,91.71729913,Tony Jones
5/12/2023,FAC_002,Reynoldsmouth,5961.55,normal,163.0227713,73.74747085,David Smith
5/12/2023,FAC_003,West Johnfort,1689.29,equipment_failure,154.7016768,84.76058591,Heather Campbell
5/12/2023,FAC_004,East Rhondaberg,7197.07,normal,144.7563034,83.01010973,Edward Banks
5/12/2023,FAC_005,Sherylview,6200.03,normal,145.3714695,78.1613416,Dr. Michael Hobbs DDS
5/13/2023,FAC_001,New Sharonport,6009.95,normal,150.2541066,93.61341529,Lisa Nelson
5/13/2023,FAC_002,Reynoldsmouth,1177.22,weather,137.7969677,100.2372077,Heather Morales
5/13/2023,FAC_003,West Johnfort,5485.6,normal,131.738164,69.22369407,Stacy Lopez
5/13/2023,FAC_004,East Rhondaberg,6619.66,normal,151.9555413,101.5800306,Chase Smith
5/13/2023,FAC_005,Sherylview,4802.12,equipment_failure,158.8356727,84.84535461,Kristine Mason
5/14/2023,FAC_001,New Sharonport,5304.05,normal,139.0350485,89.9606409,Brenda Chan
5/14/2023,FAC_002,Reynoldsmouth,6137.48,normal,143.7564771,83.51204281,Dylan Yu
5/14/2023,FAC_003,West Johnfort,5544.35,normal,175.224408,90.85509973,Lindsey Larson
5/14/2023,FAC_004,East Rhondaberg,5464.32,normal,126.6531023,66.13519165,Lisa Ellis
5/14/2023,FAC_005,Sherylview,6362.49,normal,163.9273447,79.85177791,Nichole Norris
5/15/2023,FAC_001,New Sharonport,6842.68,normal,132.4694266,88.38389478,Peter Marquez
5/15/2023,FAC_002,Reynoldsmouth,5142.13,normal,151.6388052,82.09047527,Brian Shaw
5/15/2023,FAC_003,West Johnfort,1287.84,weather,162.7288791,76.53521565,Roberto Rodriguez
5/15/2023,FAC_004,East Rhondaberg,4319.64,normal,138.8095858,69.82251303,Kristen York
5/15/2023,FAC_005,Sherylview,5574.68,normal,171.6286806,104.1289754,Andrea Beck
5/16/2023,FAC_001,New Sharonport,4995.25,normal,154.1432943,81.66346042,Kevin Perez
5/16/2023,FAC_002,Reynoldsmouth,5553.22,normal,156.0187447,79.85770685,Adam Powell
5/16/2023,FAC_003,West Johnfort,5920.4,normal,172.0227229,81.11576985,John Franco
5/16/2023,FAC_004,East Rhondaberg,5918.35,normal,166.5224775,99.48707943,Stacy Thompson
5/16/2023,FAC_005,Sherylview,5626.15,normal,166.3108091,86.81342184,Linda Smith
5/17/2023,FAC_001,New Sharonport,4542.32,normal,144.7380231,86.38813315,Jennifer Garcia
5/17/2023,FAC_002,Reynoldsmouth,6042.38,normal,203.7502628,72.9397693,Ronald Carter
5/17/2023,FAC_003,West Johnfort,4535.56,normal,122.3076676,81.9719698,Anthony Carter
5/17/2023,FAC_004,East Rhondaberg,5591.44,normal,144.7050638,79.65255129,Kimberly Martinez
5/17/2023,FAC_005,Sherylview,6090.58,normal,138.648061,86.44441858,Dana Harris
5/18/2023,FAC_001,New Sharonport,3933.62,normal,146.6956017,82.44695341,John Cuevas
5/18/2023,FAC_002,Reynoldsmouth,5238.48,normal,192.3210381,90.14646558,Susan Trujillo
5/18/2023,FAC_003,West Johnfort,6365.34,normal,166.0199811,78.79767471,Marilyn Morris
5/18/2023,FAC_004,East Rhondaberg,6057.27,normal,143.6496763,85.00944619,Robert Lewis
5/18/2023,FAC_005,Sherylview,5727.14,normal,173.8906144,89.4815439,Isabella Lee
5/19/2023,FAC_001,New Sharonport,1202.69,weather,163.3538591,91.26701711,John Cardenas
5/19/2023,FAC_002,Reynoldsmouth,5808.06,normal,155.7656166,62.4274088,Jennifer Ortiz
5/19/2023,FAC_003,West Johnfort,7023.55,normal,129.8980451,86.27545034,Toni Thompson
5/19/2023,FAC_004,East Rhondaberg,5503.63,normal,136.0954031,87.95281891,Claire Chang
5/19/2023,FAC_005,Sherylview,5050.84,normal,91.35947458,91.15768746,Anthony Johnson
5/20/2023,FAC_001,New Sharonport,6315.59,normal,108.4977565,71.86395726,Brittany Miller
5/20/2023,FAC_002,Reynoldsmouth,5696.24,normal,159.7651966,90.03323866,Thomas Frost
5/20/2023,FAC_003,West Johnfort,5087.55,normal,137.5386764,81.07759621,Andrew Molina
5/20/2023,FAC_004,East Rhondaberg,6409.24,normal,204.4456065,64.08045259,Steven Strickland
5/20/2023,FAC_005,Sherylview,6272.41,normal,137.8751547,88.02876943,Debra Huerta
5/21/2023,FAC_001,New Sharonport,5539.25,normal,148.2979476,64.13239498,Daniel Butler
5/21/2023,FAC_002,Reynoldsmouth,5380.4,normal,159.1707569,82.13620302,Kirk West
5/21/2023,FAC_003,West Johnfort,5942.74,normal,200.153349,98.6489518,Dawn Vaughan
5/21/2023,FAC_004,East Rhondaberg,4732.16,normal,152.3664866,80.68630633,Daniel Riley
5/21/2023,FAC_005,Sherylview,4975.28,normal,153.6829469,81.78742825,David Henderson
5/22/2023,FAC_001,New Sharonport,4598.73,normal,151.480302,89.26824635,John Tucker
5/22/2023,FAC_002,Reynoldsmouth,5236.85,normal,149.2361377,71.23012113,Brent Carr
5/22/2023,FAC_003,West Johnfort,4739.17,normal,160.6882467,76.82461795,Erin Mccann
5/22/2023,FAC_004,East Rhondaberg,5343.78,normal,148.9133285,85.96310205,Erika Jones
5/22/2023,FAC_005,Sherylview,6303.86,normal,145.3290734,97.73626234,Christina Andrews
5/23/2023,FAC_001,New Sharonport,5524.28,normal,155.6866017,89.63300165,Jennifer Johnson
5/23/2023,FAC_002,Reynoldsmouth,4964.46,normal,147.2854855,85.33625112,Tina Estes
5/23/2023,FAC_003,West Johnfort,5840.08,normal,154.7893895,98.14845602,Jasmine Vang
5/23/2023,FAC_004,East Rhondaberg,5407.01,normal,109.2152022,90.06168137,Susan Clark
5/23/2023,FAC_005,Sherylview,5000.04,normal,148.7115076,77.9963757,Tammy King
5/24/2023,FAC_001,New Sharonport,5225.75,normal,139.0386784,89.93412362,Connie Harrell
5/24/2023,FAC_002,Reynoldsmouth,4799.58,normal,171.6018545,90.50330474,Robert Johnson
5/24/2023,FAC_003,West Johnfort,6135.76,normal,169.1931491,93.55927819,Benjamin Nicholson
5/24/2023,FAC_004,East Rhondaberg,5624.16,normal,141.6857132,88.99579975,Jonathan Duffy
5/24/2023,FAC_005,Sherylview,4522.42,normal,141.5670416,84.80219266,Denise Price
5/25/2023,FAC_001,New Sharonport,5671.34,normal,132.4256216,94.93250202,Maria Scott
5/25/2023,FAC_002,Reynoldsmouth,6892.88,normal,141.3924532,80.19338737,Melissa Rios
5/25/2023,FAC_003,West Johnfort,6156.81,normal,152.2732197,99.55731889,Dr. Lawrence Franklin
5/25/2023,FAC_004,East Rhondaberg,4930.11,normal,139.6163429,81.98211843,Richard Hurst
5/25/2023,FAC_005,Sherylview,4637.27,normal,157.5618638,67.74582855,Brian Adams
5/26/2023,FAC_001,New Sharonport,6859.82,normal,162.9868675,95.52469895,Cassandra Donovan
5/26/2023,FAC_002,Reynoldsmouth,5925.69,normal,156.7673711,71.71910073,Phillip Holmes
5/26/2023,FAC_003,West Johnfort,5796.69,normal,138.959703,88.00647673,Kristen Brown
5/26/2023,FAC_004,East Rhondaberg,5500.37,normal,185.287441,77.36986072,Terri Park
5/26/2023,FAC_005,Sherylview,3098.87,weather,131.4944144,89.55998331,Tabitha Bernard
5/27/2023,FAC_001,New Sharonport,4931.34,normal,150.0008242,88.74705406,Andrew Gonzalez
5/27/2023,FAC_002,Reynoldsmouth,6070.7,normal,149.7576351,73.83910641,Mr. Travis Hall
5/27/2023,FAC_003,West Johnfort,4308.83,normal,171.5300101,73.97194678,Joel Bruce
5/27/2023,FAC_004,East Rhondaberg,5374.45,normal,120.975501,89.3344733,Erin Hernandez
5/27/2023,FAC_005,Sherylview,5911.13,normal,150.4897861,81.84820328,John Espinoza
5/28/2023,FAC_001,New Sharonport,6519.37,normal,139.0975429,82.20664885,Henry Doyle
5/28/2023,FAC_002,Reynoldsmouth,4893.21,normal,158.5782232,83.57915206,Peter Roth
5/28/2023,FAC_003,West Johnfort,5669.42,normal,147.5765651,98.99312806,Lynn Moore
5/28/2023,FAC_004,East Rhondaberg,5579.88,normal,155.6252688,92.88703321,John Obrien
5/28/2023,FAC_005,Sherylview,4687.75,normal,171.7259033,82.7170593,Kurt Patel
5/29/2023,FAC_001,New Sharonport,6142.65,normal,131.6784949,72.66974445,Xavier Walker
5/29/2023,FAC_002,Reynoldsmouth,4824.07,normal,120.4194741,85.24850732,Sandra Deleon
5/29/2023,FAC_003,West Johnfort,5935.53,normal,130.5927089,109.713575,Julia Wright
5/29/2023,FAC_004,East Rhondaberg,5657.72,normal,154.0167638,85.60030602,Meghan Powell
5/29/2023,FAC_005,Sherylview,5823.63,normal,129.6707982,95.62732397,Brianna Martinez
5/30/2023,FAC_001,New Sharonport,5220.55,normal,169.4671299,86.59365555,Janet Moreno
5/30/2023,FAC_002,Reynoldsmouth,3420.32,equipment_failure,175.4767832,107.559449,Lawrence Beck
5/30/2023,FAC_003,West Johnfort,5076.32,normal,131.5575717,81.91377028,James Garcia
5/30/2023,FAC_004,East Rhondaberg,5623.09,normal,112.2418594,98.93388257,Elizabeth Thompson
5/30/2023,FAC_005,Sherylview,6102.73,normal,121.3816051,100.0451773,Tonya Phillips
5/31/2023,FAC_001,New Sharonport,6200.34,normal,152.1882805,92.64243754,Kelly Bartlett
5/31/2023,FAC_002,Reynoldsmouth,5557.44,normal,157.7606731,96.63984341,Yolanda Hobbs
5/31/2023,FAC_003,West Johnfort,4650.47,normal,167.3142132,80.68827735,Chelsea Davis
5/31/2023,FAC_004,East Rhondaberg,5355.71,normal,143.2449981,92.49522459,William Atkinson
5/31/2023,FAC_005,Sherylview,5014.11,normal,132.0891406,80.13611372,Jocelyn Harris
6/1/2023,FAC_001,New Sharonport,5228.71,normal,149.4734505,87.02482327,Kelsey Lopez
6/1/2023,FAC_002,Reynoldsmouth,5324.56,normal,154.2714658,84.69879545,Kristin Roman
6/1/2023,FAC_003,West Johnfort,6123.69,normal,132.0980744,74.23406389,Willie Davila
6/1/2023,FAC_004,East Rhondaberg,5105.62,normal,151.0697048,80.01820109,Ryan Gross
6/1/2023,FAC_005,Sherylview,6004.17,normal,147.8207738,83.47512487,Zachary Murray
6/2/2023,FAC_001,New Sharonport,4745.53,normal,108.7039931,72.34545923,Lisa Andrews
6/2/2023,FAC_002,Reynoldsmouth,5737.89,normal,173.958524,81.63027559,Darrell Robbins
6/2/2023,FAC_003,West Johnfort,5869.6,normal,159.9199392,73.00645935,Eric Carter
6/2/2023,FAC_004,East Rhondaberg,5937.19,normal,140.7412816,77.48972967,Caroline Mitchell
6/2/2023,FAC_005,Sherylview,5758.99,normal,131.1333915,73.68963324,Misty Cox
6/3/2023,FAC_001,New Sharonport,6157.74,normal,128.4885491,68.12514606,Mr. Jacob Gates
6/3/2023,FAC_002,Reynoldsmouth,4684.58,normal,176.5068439,71.88154376,Mary Howe MD
6/3/2023,FAC_003,West Johnfort,5752.4,normal,154.6488174,74.31612139,Sara George
6/3/2023,FAC_004,East Rhondaberg,5432.68,normal,169.6237609,73.37813908,Carlos Fitzgerald
6/3/2023,FAC_005,Sherylview,5595.37,normal,161.8895011,76.39789625,Kathleen Warren
6/4/2023,FAC_001,New Sharonport,5596.5,normal,172.9017013,72.94012633,Hannah Powers
6/4/2023,FAC_002,Reynoldsmouth,5091.09,normal,116.8979912,87.25699873,Amber Price
6/4/2023,FAC_003,West Johnfort,5343.48,normal,136.5125882,75.5585283,Nathan Delacruz
6/4/2023,FAC_004,East Rhondaberg,4629.73,normal,169.0343363,93.00830602,James Spears
6/4/2023,FAC_005,Sherylview,5313.72,normal,139.9012573,64.10270905,Rachel Mitchell
6/5/2023,FAC_001,New Sharonport,6147.02,normal,147.9157966,70.64901471,Melvin Robinson
6/5/2023,FAC_002,Reynoldsmouth,5692.89,normal,140.0406351,86.89668758,Jamie Phillips
6/5/2023,FAC_003,West Johnfort,4983.87,normal,126.8709122,76.40416592,Lisa Cross
6/5/2023,FAC_004,East Rhondaberg,4883.91,normal,178.8056935,81.34871736,Mark Collins
6/5/2023,FAC_005,Sherylview,4967.66,normal,147.4977489,80.68480771,Daniel Roman
6/6/2023,FAC_001,New Sharonport,5234.66,normal,135.7293021,83.58335062,Christine Christensen
6/6/2023,FAC_002,Reynoldsmouth,4646.21,normal,136.8178122,70.24682065,Sarah Johnson
6/6/2023,FAC_003,West Johnfort,4971.7,normal,150.5049732,86.65006733,Sherri Lawrence
6/6/2023,FAC_004,East Rhondaberg,5240.7,normal,161.3710513,86.85781713,Amanda Berry
6/6/2023,FAC_005,Sherylview,4829.42,normal,147.0787879,91.78649242,Sarah Johnson
6/7/2023,FAC_001,New Sharonport,5663.7,normal,127.0154634,90.37427885,Kimberly Mcintyre
6/7/2023,FAC_002,Reynoldsmouth,5021.85,normal,101.654629,85.23369243,Kevin Cook
6/7/2023,FAC_003,West Johnfort,4648.85,normal,171.90082,61.05648524,Jeffrey Navarro
6/7/2023,FAC_004,East Rhondaberg,5338.55,normal,150.6449184,96.40684315,Mark Williams
6/7/2023,FAC_005,Sherylview,4750.44,normal,110.4161425,88.88366949,Carrie Mercado
6/8/2023,FAC_001,New Sharonport,5285.69,normal,137.7532037,79.51010296,Anthony Rush
6/8/2023,FAC_002,Reynoldsmouth,2114.94,equipment_failure,172.6565902,85.71874271,Jenny Schmidt
6/8/2023,FAC_003,West Johnfort,3939.41,normal,125.6896995,82.0693166,Elizabeth Sanchez
6/8/2023,FAC_004,East Rhondaberg,6390.97,normal,170.8746913,84.63685339,Phillip David
6/8/2023,FAC_005,Sherylview,5630.53,normal,137.4478107,81.36282804,Russell Decker
6/9/2023,FAC_001,New Sharonport,4431.84,normal,173.1486837,78.66477681,Dylan Garcia
6/9/2023,FAC_002,Reynoldsmouth,5712.37,normal,126.5321132,90.2082132,Michael George DDS
6/9/2023,FAC_003,West Johnfort,4674.35,normal,134.5370316,82.69895753,Kelsey Blackburn
6/9/2023,FAC_004,East Rhondaberg,4518.55,normal,135.5648914,72.98688567,Bryan Wood
6/9/2023,FAC_005,Sherylview,5156.78,normal,147.7800145,90.69860497,Phillip Brown
6/10/2023,FAC_001,New Sharonport,6138.82,normal,142.9397289,86.6300929,Alexander Moore
6/10/2023,FAC_002,Reynoldsmouth,4992.73,normal,149.0865807,96.31401334,Julie Harper
6/10/2023,FAC_003,West Johnfort,5170.38,normal,171.0295045,69.93385138,Gerald Fernandez
6/10/2023,FAC_004,East Rhondaberg,5542.99,normal,100.6251512,93.41978354,David Perez
6/10/2023,FAC_005,Sherylview,6473.52,normal,184.8489664,67.56357105,Rachel Johnson
6/11/2023,FAC_001,New Sharonport,2019.84,weather,128.8193893,94.55269423,Mr. Larry Miller MD
6/11/2023,FAC_002,Reynoldsmouth,5115.86,normal,144.876712,86.75608579,Alicia Long
6/11/2023,FAC_003,West Johnfort,5444.74,normal,141.1498471,93.06556415,Theresa Francis
6/11/2023,FAC_004,East Rhondaberg,4963.9,normal,159.5473181,93.00069607,Judy Harris
6/11/2023,FAC_005,Sherylview,5943.95,normal,172.1462238,65.21126985,Jeffrey Jordan
6/12/2023,FAC_001,New Sharonport,5111.9,normal,168.9223935,90.43738286,Jaclyn Arnold
6/12/2023,FAC_002,Reynoldsmouth,4900.5,normal,151.6088917,97.12227773,Austin Cunningham
6/12/2023,FAC_003,West Johnfort,5599.04,normal,148.8044448,81.1894889,Jeff Wall
6/12/2023,FAC_004,East Rhondaberg,4898.59,normal,121.4743196,90.32519889,Breanna Hodge
6/12/2023,FAC_005,Sherylview,5656.5,normal,126.9099173,81.35316716,Steven Shelton
6/13/2023,FAC_001,New Sharonport,5784.11,normal,134.4102378,86.66531927,Joshua Ward
6/13/2023,FAC_002,Reynoldsmouth,5595.53,normal,155.5392959,63.44241658,Rebecca Le
6/13/2023,FAC_003,West Johnfort,4253.55,normal,147.1538579,81.55800608,Linda Barker
6/13/2023,FAC_004,East Rhondaberg,5304.75,normal,155.4224521,99.07463396,Andrew Sandoval
6/13/2023,FAC_005,Sherylview,6111.75,normal,139.7546885,94.85374327,Krista Blankenship
6/14/2023,FAC_001,New Sharonport,5514.58,normal,151.6863626,83.15386326,Christine Pena
6/14/2023,FAC_002,Reynoldsmouth,6793.79,normal,151.6450428,91.80397659,Benjamin Brewer
6/14/2023,FAC_003,West Johnfort,5568.33,normal,174.9831883,77.49746006,Paula Turner
6/14/2023,FAC_004,East Rhondaberg,4914.39,normal,150.8894492,92.55934407,Terrance Davis
6/14/2023,FAC_005,Sherylview,4438.76,normal,152.4844122,92.19729853,Brandi Austin
6/15/2023,FAC_001,New Sharonport,4980.33,normal,157.3929306,86.30326515,Alexis Wilson
6/15/2023,FAC_002,Reynoldsmouth,5334.22,normal,183.2405928,70.05981583,Becky Davis
6/15/2023,FAC_003,West Johnfort,5909.02,normal,153.638571,87.40783833,Julie Davis
6/15/2023,FAC_004,East Rhondaberg,5000.84,normal,147.6632171,96.2868697,Anthony Burke
6/15/2023,FAC_005,Sherylview,5658.44,normal,147.6650412,69.07152873,John Bowman
6/16/2023,FAC_001,New Sharonport,5075.66,normal,156.4005785,68.85959437,Jordan Brooks
6/16/2023,FAC_002,Reynoldsmouth,4876.32,normal,129.4286239,80.17112892,David Velez
6/16/2023,FAC_003,West Johnfort,5340.01,normal,165.106885,86.68527756,Kathy Miller
6/16/2023,FAC_004,East Rhondaberg,5162.54,normal,144.0857404,83.49329916,Tiffany Simmons
6/16/2023,FAC_005,Sherylview,4630.39,normal,157.1118468,93.09228076,Randy Padilla
6/17/2023,FAC_001,New Sharonport,5829.52,normal,138.029937,88.01397974,Jennifer Burke
6/17/2023,FAC_002,Reynoldsmouth,5999.05,normal,154.8587421,88.30151307,Amy Morrow
6/17/2023,FAC_003,West Johnfort,5114.33,normal,173.308458,103.6938254,Anthony Osborne
6/17/2023,FAC_004,East Rhondaberg,6041.86,normal,177.7070442,91.29554188,Julie Winters
6/17/2023,FAC_005,Sherylview,4257.87,normal,159.5004886,77.64583075,Lisa Andrews
6/18/2023,FAC_001,New Sharonport,5403.57,normal,144.5584375,83.80927337,Christopher Adams
6/18/2023,FAC_002,Reynoldsmouth,4337.35,normal,132.7137411,92.97706734,Adrian Smith
6/18/2023,FAC_003,West Johnfort,4811.21,normal,136.4546634,77.32066564,Christopher Miller
6/18/2023,FAC_004,East Rhondaberg,1965.79,maintenance,177.1132872,89.17246198,Michael Hardin
6/18/2023,FAC_005,Sherylview,5548.2,normal,213.7971505,78.503228,Christine Gregory
6/19/2023,FAC_001,New Sharonport,4290.46,normal,152.5645428,84.43990712,Mrs. Andrea Mccullough MD
6/19/2023,FAC_002,Reynoldsmouth,4308.64,normal,101.4395355,74.41950117,Hannah Delacruz
6/19/2023,FAC_003,West Johnfort,5125.31,normal,149.6048363,88.24307155,Kelly Berry
6/19/2023,FAC_004,East Rhondaberg,5116.65,normal,153.7869442,78.38580107,Stephanie Zhang
6/19/2023,FAC_005,Sherylview,6087.24,normal,141.7266018,83.85702621,Michael Ramirez
6/20/2023,FAC_001,New Sharonport,5074.47,normal,119.9444405,89.11956857,John Berg
6/20/2023,FAC_002,Reynoldsmouth,5289.58,normal,202.0858612,89.02371181,Gina Frank
6/20/2023,FAC_003,West Johnfort,5310.81,normal,95.98518438,81.24331458,Jacob Delgado MD
6/20/2023,FAC_004,East Rhondaberg,5351.21,normal,108.9773517,77.26772578,Kevin Schmidt
6/20/2023,FAC_005,Sherylview,5242.69,normal,160.5059359,83.38930598,Theresa Thomas
6/21/2023,FAC_001,New Sharonport,6051.01,normal,191.9703344,91.12424472,Zachary Wiggins
6/21/2023,FAC_002,Reynoldsmouth,6299.22,normal,156.6182645,72.14827903,Cynthia Watson
6/21/2023,FAC_003,West Johnfort,4638.57,normal,155.2272175,74.96428029,Carly Dean
6/21/2023,FAC_004,East Rhondaberg,5509.44,normal,101.2494276,100.0018717,James Taylor
6/21/2023,FAC_005,Sherylview,4465.83,normal,125.7503659,66.99875677,Ms. Cindy Ross
6/22/2023,FAC_001,New Sharonport,5577.78,normal,127.687725,68.73507902,Misty Maxwell
6/22/2023,FAC_002,Reynoldsmouth,5292.02,normal,134.7486447,79.21081518,Kaitlyn Dean
6/22/2023,FAC_003,West Johnfort,4842.85,normal,141.2008286,101.8550002,Amanda Taylor
6/22/2023,FAC_004,East Rhondaberg,5460.26,normal,191.4817055,88.81274904,Karen Dyer
6/22/2023,FAC_005,Sherylview,2613.55,weather,155.8802467,92.2057009,Allen Shepard
6/23/2023,FAC_001,New Sharonport,5095.53,normal,141.4602958,88.00474287,David Jones
